gene,Stem cell,TA,Enterocytes [early],Enterocytes [interm],Enterocytes [mature],Paneth,Goblet,Enteroendocrine,Tuft,CD4,CD8,gdT,ILC3,Plasma,cDC,Macrophages,MastCell,Capillary endothel,Lymphatic endothel,Arterial endothel,Venous endothel,Fibroblasts,Pericytes,Neuronal
ABTB2,5.46E-07,6.26E-07,1.51E-06,1.40E-05,2.77E-05,0,3.46E-07,0,1.21E-05,0,6.14E-06,1.16E-05,0,5.50E-07,0,0,0,0,0,0,4.44E-06,0,3.60E-05,0
AC000032.1,5.13E-08,0,2.04E-07,1.57E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.82E-06,0,0,0,7.55E-07,0
AC000065.1,2.26E-07,0,1.37E-07,3.56E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC000065.2,2.02E-07,0,4.99E-08,5.81E-08,0,2.31E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC000068.1,1.53E-07,4.40E-07,5.31E-07,2.85E-07,1.55E-07,0,1.52E-06,0,0,0,6.04E-07,0,0,0,0,0,0,0,5.73E-07,0,0,4.71E-06,0,0
AC000068.2,3.83E-07,3.37E-07,3.01E-07,1.05E-07,1.67E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC000068.3,6.67E-08,1.46E-07,1.24E-07,2.96E-07,8.61E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC000085.1,0,4.37E-07,6.27E-08,2.42E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC000120.1,6.33E-08,0,1.35E-07,2.13E-07,0,2.31E-06,2.66E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC000403.1,1.15E-07,0,0,0,0,0,0,2.45E-06,1.31E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC001226.1,0,1.69E-07,0,8.59E-08,6.13E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC002044.1,0,0,1.06E-07,1.30E-07,0,0,5.85E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC002059.1,9.21E-08,2.05E-07,0,2.40E-07,1.38E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC002070.1,2.88E-07,1.54E-07,4.22E-08,3.88E-08,0,0,0,1.68E-06,0,0,0,0,0,0,0,0,0,3.53E-05,0,0,0,0,0,0
AC002091.2,0,0,0,0,0,0,0,0,4.20E-06,0,0,3.37E-06,0,0,0,0,3.78E-05,0,0,0,0,0,0,0
AC002094.4,0,1.20E-07,0,0,0,0,0,1.01E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC002116.2,4.36E-07,1.74E-06,3.92E-07,5.95E-08,0,0,0,0,0,0,8.30E-07,9.87E-07,0,0,0,0,0,6.88E-05,0,0,0,0,0,0
AC002128.1,0,0,4.20E-08,2.23E-07,4.90E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC002306.1,8.35E-08,0,0,2.39E-07,4.73E-07,0,0,0,2.69E-06,0,4.82E-07,2.84E-06,0,0,0,0,0,0,0,0,0,0,0,0
AC002310.1,4.62E-06,8.43E-06,2.96E-06,1.96E-06,2.11E-06,2.17E-06,3.83E-06,2.20E-06,5.61E-07,0,4.89E-06,6.39E-06,0,0,0,6.39E-07,0,0,9.71E-06,0,2.04E-06,0,0,0
AC002310.2,1.04E-07,5.77E-07,1.83E-07,2.54E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC002347.1,3.73E-07,1.06E-07,1.20E-07,4.36E-08,2.39E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC002401.3,0,1.76E-07,3.66E-08,2.08E-07,6.19E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC002429.2,1.10E-07,0,1.33E-07,2.93E-07,1.62E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63E-07,0,0,0,0,0
AC002451.1,6.22E-06,2.89E-06,2.44E-06,3.76E-06,4.14E-06,1.71E-06,2.52E-06,1.02E-05,0,0,0,0,0,0,0,0,0,9.28E-06,0,0,0,0,0,0
AC002454.1,2.32E-06,3.41E-07,3.33E-07,7.70E-08,0,0,0,0,0,0,4.08E-07,0,0,0,0,0,0,0,0,4.44E-06,0,0,0,0
AC002460.2,4.47E-07,1.58E-07,1.50E-07,0,2.50E-07,1.31E-06,9.32E-07,3.35E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC002467.1,1.02E-06,6.62E-07,1.08E-06,6.95E-07,8.51E-07,0,1.14E-07,0,5.09E-06,0,3.05E-06,1.73E-06,0,0,0,6.39E-07,0,0,1.64E-06,0,0,0,0,0
AC002470.1,9.81E-07,1.13E-06,1.74E-06,2.64E-07,5.94E-08,6.33E-07,1.83E-07,0,7.78E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC002511.2,0,0,0,0,0,0,1.43E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC002550.1,0,4.47E-07,1.72E-07,0,6.84E-08,0,3.71E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC002550.2,6.38E-07,1.23E-06,2.58E-07,4.91E-07,0,0,0,1.15E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC002551.1,0,0,0,0,8.47E-08,0,3.68E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC002553.1,9.61E-07,3.82E-07,1.28E-06,1.07E-06,1.35E-06,0,6.39E-07,0,0,0,0,4.71E-07,0,1.59E-05,0,0,0,0,0,0,6.05E-07,0,0,0
AC002553.2,3.76E-06,4.69E-06,6.52E-06,2.84E-06,3.44E-06,0,3.15E-06,0,1.89E-06,0,0,0,0,0,0,0,0,0,0,0,3.46E-06,7.55E-06,0,0
AC002558.3,1.98E-06,2.09E-06,2.86E-06,3.66E-06,2.72E-06,7.85E-06,2.08E-06,9.06E-06,8.86E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003035.1,0,1.16E-07,0,3.62E-08,0,0,3.05E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003101.2,1.30E-07,0,4.26E-08,0,4.75E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003102.1,2.53E-06,6.32E-06,5.82E-06,2.81E-06,2.17E-06,0,1.23E-05,0,6.91E-06,0,1.60E-06,4.33E-06,0,0,0,0,0,0,2.28E-06,0,0,2.22E-06,0,0
AC003681.1,1.65E-06,2.24E-06,1.88E-06,2.17E-06,2.68E-06,2.20E-06,0,3.01E-06,3.88E-06,0,5.85E-07,9.70E-07,0,0,0,0,0,0,0,0,0,0,1.79E-06,0
AC003956.1,0,0,0,6.67E-08,0,0,7.49E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003965.1,6.21E-07,1.86E-07,1.52E-07,5.20E-08,1.33E-07,0,2.05E-06,6.39E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003991.1,2.84E-07,1.18E-06,1.65E-06,7.78E-07,3.33E-07,0,9.86E-07,0,9.08E-07,0,0,1.87E-06,0,0,0,0,0,0,0,0,0,0,0,0
AC003991.2,0,6.75E-07,0,4.48E-08,0,0,0,0,0,0,3.62E-07,0,0,0,0,0,0,0,0,0,0,0,0,0
AC003992.1,2.04E-07,0,5.16E-08,0,9.25E-08,0,4.20E-07,1.01E-06,9.77E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004000.1,9.54E-08,2.34E-07,2.50E-07,3.68E-07,3.35E-07,0,0,8.54E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004012.1,0,0,0,1.12E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004034.1,0,0,0,0,0,0,2.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004066.2,9.12E-08,0,1.29E-07,0,0,2.36E-06,1.76E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004069.1,1.96E-07,1.85E-06,3.31E-07,1.53E-07,1.67E-07,0,0,0,3.38E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004076.2,1.50E-06,1.67E-06,8.54E-07,7.62E-07,3.72E-07,1.04E-06,6.90E-07,0,2.08E-06,0,0,0,0,0,0,0,0,0,0,6.85E-07,0,0,0,0
AC004083.1,0,0,0,2.10E-07,4.27E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004130.1,9.30E-06,6.96E-06,7.09E-06,3.94E-07,1.05E-07,2.51E-06,1.30E-05,5.80E-06,5.05E-05,0,0,0,0,3.87E-06,0,0,0,0,0,0,5.72E-06,0,5.74E-07,0
AC004130.2,6.62E-06,3.26E-06,4.07E-06,4.73E-06,2.12E-06,6.90E-06,8.89E-06,3.73E-06,4.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004148.1,4.70E-06,5.60E-06,4.20E-06,3.11E-06,7.58E-07,3.24E-06,3.55E-07,4.12E-06,1.39E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004148.2,3.71E-06,2.62E-06,2.84E-06,3.67E-07,0,0,2.86E-07,0,4.62E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004156.1,3.18E-07,0,1.47E-07,0,6.47E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004158.1,4.13E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004223.2,1.32E-07,0,4.37E-08,1.13E-07,1.29E-07,0,2.10E-07,1.16E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004223.4,2.07E-07,9.58E-08,1.94E-07,7.80E-08,7.96E-08,0,2.14E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004231.1,0,0,0,0,6.47E-08,0,6.91E-07,0,8.43E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004232.1,0,0,4.26E-08,2.72E-07,1.80E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004233.1,1.54E-07,1.14E-07,0,3.68E-07,1.19E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004233.2,9.92E-07,4.33E-06,3.24E-06,5.72E-06,7.43E-06,0,3.00E-06,4.09E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004233.3,2.67E-06,2.66E-06,2.60E-06,7.21E-07,8.80E-07,6.33E-07,4.54E-06,0,0,0,4.43E-07,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004233.4,5.60E-07,0,0,0,3.76E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004241.1,1.79E-06,1.47E-06,3.00E-06,3.89E-06,5.06E-06,3.71E-06,4.92E-06,3.71E-06,9.77E-07,0,1.80E-06,3.82E-06,0,2.36E-06,0,0,0,0,0,1.68E-06,4.21E-06,0,2.19E-06,0
AC004241.2,0,3.21E-07,2.59E-07,2.21E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004241.3,2.83E-07,4.74E-07,3.46E-07,2.06E-07,1.90E-07,1.85E-06,3.18E-07,8.29E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004263.1,4.09E-07,0,3.44E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004263.2,0,0,1.43E-07,5.54E-07,4.60E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004264.1,8.44E-07,2.83E-06,1.69E-06,1.55E-07,8.26E-08,4.00E-06,1.88E-06,0,0,0,4.93E-07,0,0,0,0,0,0,0,3.45E-06,0,0,0,0,0
AC004461.2,0,3.98E-07,7.66E-08,0,1.59E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004466.1,5.63E-07,2.07E-07,2.43E-07,2.56E-07,3.93E-07,0,2.31E-06,0,2.19E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004477.1,1.26E-07,6.10E-07,4.98E-07,5.89E-07,6.41E-07,0,0,0,2.95E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004477.3,2.64E-07,4.65E-07,4.88E-08,1.27E-07,7.45E-08,0,0,0,1.48E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004490.1,1.15E-07,1.16E-07,1.29E-07,4.18E-07,6.45E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004492.1,2.23E-07,1.93E-07,3.56E-07,1.61E-07,6.23E-07,0,2.68E-07,0,9.27E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004494.1,3.00E-07,3.18E-07,6.53E-07,2.82E-07,1.06E-07,1.20E-06,1.85E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004522.5,0,1.17E-07,2.26E-07,4.12E-08,2.71E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004528.1,0,4.09E-07,4.73E-08,5.06E-07,3.07E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004540.1,0,0,0,0,0,0,0,5.33E-06,2.32E-06,0,0,0,0,0,0,0,0,0,0,3.67E-05,3.16E-06,0,4.18E-05,0
AC004540.2,4.27E-07,0,2.01E-07,0,0,0,0,3.19E-06,0,0,0,0,0,0,0,0,0,0,0,4.26E-05,8.76E-07,0,1.62E-05,0
AC004584.3,5.20E-08,0,3.09E-07,2.62E-07,9.49E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004593.2,3.61E-08,1.13E-06,7.07E-08,6.90E-07,1.19E-06,3.05E-06,9.06E-07,1.94E-06,9.95E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004593.3,0,0,0,4.53E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004687.3,6.91E-08,0,0,5.53E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004706.3,0,2.30E-07,1.53E-07,9.70E-08,5.95E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004754.1,1.11E-05,2.40E-05,4.20E-05,6.34E-06,2.45E-06,0,7.01E-06,0,4.75E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004765.1,0,0,0,0,1.36E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004771.1,0,0,0,3.91E-07,8.13E-07,0,0,0,0,0,0,0,0,0,0,0,0,4.13E-05,0,0,0,0,0,0
AC004771.3,1.49E-07,0,4.68E-07,1.76E-07,2.35E-07,0,0,0,0,0,2.03E-06,2.17E-06,0,0,0,2.88E-06,0,0,0,0,0,0,0,0
AC004771.4,8.44E-07,0,3.12E-07,1.50E-07,9.81E-08,0,1.76E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.50E-07,0
AC004771.5,0,0,4.44E-07,1.47E-07,1.46E-07,0,7.26E-07,0,7.26E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004775.1,0,2.41E-07,3.20E-07,0,7.16E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004797.1,0,0,0,4.93E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004801.6,6.50E-08,2.36E-06,6.29E-08,1.38E-07,1.97E-07,0,0,1.78E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004803.1,2.48E-06,1.77E-06,2.64E-06,2.50E-07,7.30E-08,0,2.54E-06,1.60E-06,0,0,2.71E-07,0,0,0,0,0,0,0,0,0,0,3.53E-06,4.61E-07,0
AC004812.2,5.12E-06,3.72E-06,4.32E-06,1.68E-06,1.83E-06,1.07E-06,3.12E-06,1.50E-06,4.46E-06,0,3.96E-06,2.55E-06,0,0,0,9.12E-06,0,0,1.01E-05,1.46E-06,4.91E-06,1.34E-05,5.89E-06,0
AC004816.1,1.89E-06,2.95E-06,2.62E-06,1.91E-06,6.52E-07,2.62E-06,3.05E-06,3.53E-06,1.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004816.2,1.14E-06,0,2.52E-07,2.85E-06,3.14E-06,0,0,0,2.45E-06,0,5.57E-07,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004825.2,4.50E-07,0,4.60E-07,4.58E-07,1.82E-06,0,1.46E-07,0,3.83E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004825.3,1.54E-07,0,0,1.53E-07,3.57E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004832.4,0,0,0,1.10E-07,1.17E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004832.5,0,1.73E-07,9.50E-08,6.46E-08,1.80E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004832.6,1.24E-07,0,2.62E-07,0,8.71E-08,0,2.27E-07,0,0,0,3.17E-06,3.01E-06,0,0,0,0,0,0,0,0,0,0,0,0
AC004834.1,5.27E-07,0,3.52E-08,2.51E-07,1.69E-07,0,0,0,0,0,3.72E-07,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004837.4,1.67E-07,2.46E-07,1.21E-07,1.58E-07,5.78E-07,6.33E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004839.2,1.08E-07,3.25E-07,6.85E-08,1.34E-07,1.15E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004846.1,1.28E-07,0,1.30E-07,0,1.19E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58E-05,1.17E-06,0,9.52E-07,0
AC004846.2,7.63E-07,6.92E-07,1.79E-06,1.06E-06,1.02E-06,0,2.28E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004854.2,2.11E-07,1.16E-07,1.35E-07,1.18E-06,1.44E-07,0,5.70E-07,0,0,0,7.00E-07,1.63E-06,0,0,0,6.39E-07,0,0,2.57E-06,0,0,0,5.74E-07,0
AC004865.2,0,1.54E-06,0,0,0,0,0,0,9.95E-07,0,8.00E-07,3.09E-06,0,0,0,0,0,0,0,0,0,0,0,0
AC004882.1,0,0,0,0,0,0,3.07E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004884.2,0,1.67E-07,0,1.46E-07,1.21E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004889.1,6.33E-07,5.15E-07,5.32E-07,2.59E-06,3.11E-06,1.17E-06,9.77E-07,5.88E-06,2.14E-05,0,0,0,0,0,0,0,0,0,4.48E-07,1.59E-06,0,0,0,0
AC004908.2,4.68E-07,0,4.62E-07,6.82E-07,1.28E-06,2.39E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004908.3,4.32E-07,1.07E-06,7.38E-07,3.15E-07,1.88E-07,0,0,0,0,0,0,1.57E-06,0,0,0,0,0,0,0,0,0,0,0,0
AC004918.1,7.02E-06,5.99E-06,3.71E-06,1.83E-06,2.03E-06,3.26E-06,3.07E-05,5.29E-06,2.80E-06,0,4.47E-07,2.61E-06,0,0,0,0,0,0,0,2.43E-06,0,0,2.96E-06,0
AC004918.4,2.23E-07,1.60E-07,9.05E-08,2.25E-07,1.02E-07,2.20E-06,7.88E-07,8.29E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004921.2,1.30E-07,1.11E-07,1.69E-07,7.50E-08,0,0,3.03E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004922.1,1.74E-07,0,8.81E-08,3.09E-07,0,0,0,0,0,0,5.50E-07,0,0,0,0,0,0,0,9.27E-06,8.91E-07,0,7.46E-06,1.92E-06,0
AC004923.4,1.81E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004938.2,2.38E-07,2.98E-07,5.25E-07,9.56E-07,1.91E-06,0,9.39E-07,6.39E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004943.1,3.79E-07,9.41E-08,4.91E-08,1.30E-07,0,0,0,1.60E-06,1.30E-06,0,0,0,0,0,0,0,0,0,0,0,1.10E-06,0,0,0
AC004943.2,1.79E-06,1.88E-06,1.31E-06,5.54E-07,3.12E-07,0,1.14E-07,0,3.07E-06,0,4.82E-07,0,0,0,0,1.29E-05,0,0,0,0,0,8.26E-06,0,0
AC004943.3,0,0,4.71E-08,0,7.12E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004948.1,1.05E-07,0,5.38E-08,2.29E-07,0,8.84E-07,0,0,7.10E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004951.1,4.63E-06,8.87E-06,7.46E-06,8.39E-06,8.77E-06,1.40E-05,1.07E-05,1.34E-05,1.31E-05,0,9.46E-07,1.40E-06,0,7.06E-07,0,1.35E-05,0,0,8.48E-06,5.12E-06,1.96E-05,0,5.29E-06,0
AC004969.1,0,0,1.40E-07,5.22E-08,3.37E-07,0,3.00E-07,0,1.20E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004974.1,0,0,1.45E-07,5.92E-08,1.49E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004982.1,1.06E-07,2.05E-07,4.63E-07,4.96E-07,3.66E-07,0,1.28E-06,8.29E-07,7.19E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170614
AC004982.2,2.70E-06,2.42E-06,1.92E-06,7.62E-07,1.13E-06,0,4.28E-06,3.55E-06,3.31E-06,0,9.96E-07,0,0,0,0,0,6.03E-05,0,0,0,0,0,0,0
AC004988.1,0,0,7.46E-08,0,1.48E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004990.1,1.01E-06,1.58E-06,1.60E-06,8.25E-07,1.10E-07,0,4.80E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005005.4,1.04E-06,7.99E-07,7.97E-07,6.83E-07,3.47E-07,6.65E-07,1.54E-07,1.87E-06,1.39E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005013.1,1.46E-07,1.28E-07,0,0,0,0,2.38E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005014.2,1.28E-07,0,3.91E-07,2.30E-07,2.61E-07,0,1.77E-07,1.11E-06,3.53E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005021.1,0,0,0,7.40E-08,6.36E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005034.3,6.89E-07,1.14E-06,6.53E-07,0,0,0,8.30E-07,0,2.45E-06,0,0,0,0,0,0,0,0,0,1.37E-06,5.25E-06,2.87E-06,0,1.86E-06,0
AC005034.4,2.74E-07,0,0,4.86E-08,7.26E-08,0,9.76E-07,0,2.58E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005034.5,0,0,1.24E-07,2.41E-07,1.23E-07,0,0,1.11E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005034.6,1.84E-07,3.48E-07,3.35E-07,2.65E-07,5.88E-07,6.65E-07,0,1.38E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005037.1,1.60E-06,5.97E-07,2.09E-06,3.04E-06,2.20E-06,5.47E-06,4.16E-06,0,2.32E-06,0,3.18E-06,5.34E-06,0,7.23E-06,0,0,0,0,0,0,0,0,0,0
AC005041.1,1.12E-07,6.25E-07,0,0,2.25E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005041.4,5.62E-07,0,2.22E-07,2.89E-07,1.68E-07,3.42E-06,4.13E-07,4.51E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005041.5,9.29E-08,2.91E-07,9.42E-08,9.20E-08,1.44E-07,0,1.83E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005046.1,3.83E-07,2.46E-07,5.16E-07,5.62E-07,9.31E-07,0,4.51E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,7.50E-07,0,0,0
AC005050.1,0,0,0,0,0,0,0,0,1.11E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005052.2,2.12E-07,0,4.41E-08,5.82E-08,1.76E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005062.1,6.81E-07,6.46E-07,1.10E-06,8.59E-07,1.15E-06,0,1.42E-06,2.53E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005070.3,8.14E-07,1.79E-06,1.04E-06,5.48E-07,1.33E-06,5.06E-06,4.09E-06,0,3.99E-06,0,1.93E-06,8.35E-07,0,0,0,4.99E-06,0,0,2.92E-06,0,5.72E-07,0,1.28E-06,0
AC005072.1,1.20E-06,9.29E-07,8.42E-07,1.73E-06,3.24E-06,2.51E-06,1.35E-06,5.04E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005076.1,6.54E-07,1.64E-06,6.17E-07,2.61E-07,2.14E-07,0,8.74E-07,0,3.81E-06,0,6.10E-07,0,3.38E-05,0,0,0,0,0,3.62E-06,1.46E-06,8.76E-07,0,0,0
AC005081.1,9.42E-08,1.40E-07,6.95E-08,0,0,0,0,1.38E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005082.1,5.22E-08,0,0,0,1.43E-07,0,0,0,0,0,0,0,0,0,0,9.03E-06,0,0,0,0,0,0,0,0
AC005083.1,3.02E-07,3.16E-07,1.25E-06,5.95E-06,3.15E-06,1.68E-06,3.92E-06,4.94E-06,1.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005089.1,1.15E-06,1.85E-06,1.03E-06,2.56E-06,1.70E-06,5.04E-06,1.19E-06,1.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005091.1,5.88E-08,0,0,1.09E-07,9.25E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005162.3,2.53E-06,2.54E-06,1.73E-06,1.21E-06,1.45E-06,2.39E-06,2.68E-06,2.37E-06,5.61E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005224.1,6.41E-07,1.03E-06,1.48E-06,0,1.85E-07,0,0,3.50E-06,8.60E-07,0,0,0,0,0,0,0,0,0,0,0,6.05E-07,0,0,0
AC005225.2,2.16E-07,0,0,1.25E-07,1.06E-07,0,6.10E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005229.4,1.16E-06,7.97E-07,9.31E-07,4.12E-07,7.03E-08,1.36E-05,5.47E-07,0,3.79E-06,0,1.45E-06,4.38E-06,0,8.35E-07,0,8.55E-07,0,0,1.19E-05,5.79E-06,2.89E-06,8.41E-06,9.50E-07,0
